R1S01   34.700  409.109  409.405    0.000    0.000    0.000
R1S02   34.700  409.109  409.405    0.000    0.000    0.000
R1S03   34.700  409.109  409.405    0.000    0.000    0.000
R1S04   34.700  409.109  409.405    0.000    0.000    0.000
R1S05   34.700  409.109  409.405    0.000    0.000    0.000
R1S06   34.700  409.109  409.405    0.000    0.000    0.000
R1S07   34.700  409.109  409.405    0.000    0.000    0.000
R1S08   34.700  409.109  409.405    0.000    0.000    0.000
R1S09   34.700  409.109  409.405    0.000    0.000    0.000
R1S10   34.700  409.109  409.405    0.000    0.000    0.000
R2S01   34.700  409.109  409.405    0.000    0.000    0.000
R2S02   34.700  409.109  409.405    0.000    0.000    0.000
R2S03   34.700  409.109  409.405    0.000    0.000    0.000
R2S04   34.700  409.109  409.405    0.000    0.000    0.000
R2S05   34.700  409.109  409.405    0.000    0.000    0.000
R2S06   34.700  409.109  409.405    0.000    0.000    0.000
R2S07   34.700  409.109  409.405    0.000    0.000    0.000
R2S08   34.700  409.109  409.405    0.000    0.000    0.000
R2S09   34.700  409.109  409.405    0.000    0.000    0.000
R2S10   34.700  409.109  409.405    0.000    0.000    0.000
R2S11   34.700  409.109  409.405    0.000    0.000    0.000
R2S12   34.700  409.109  409.405    0.000    0.000    0.000
R2S13   34.700  409.109  409.405    0.000    0.000    0.000
R2S14   34.700  409.109  409.405    0.000    0.000    0.000
R3S01   34.700  409.109  409.405    0.000    0.000    0.000
R3S02   34.700  409.109  409.405    0.000    0.000    0.000
R3S03   34.700  409.109  409.405    0.000    0.000    0.000
R3S04   34.700  409.109  409.405    0.000    0.000    0.000
R3S05   34.700  409.109  409.405    0.000    0.000    0.000
R3S06   34.700  409.109  409.405    0.000    0.000    0.000
R3S07   34.700  409.109  409.405    0.000    0.000    0.000
R3S08   34.700  409.109  409.405    0.000    0.000    0.000
R3S09   34.700  409.109  409.405    0.000    0.000    0.000
R3S10   34.700  409.109  409.405    0.000    0.000    0.000
R3S11   34.700  409.109  409.405    0.000    0.000    0.000
R3S12   34.700  409.109  409.405    0.000    0.000    0.000
R3S13   34.700  409.109  409.405    0.000    0.000    0.000
R3S14   34.700  409.109  409.405    0.000    0.000    0.000
R3S15   34.700  409.109  409.405    0.000    0.000    0.000
R3S16   34.700  409.109  409.405    0.000    0.000    0.000
R3S17   34.700  409.109  409.405    0.000    0.000    0.000
R3S18   34.700  409.109  409.405    0.000    0.000    0.000
R4S01   34.700  409.109  409.405    0.000    0.000    0.000
R4S02   34.700  409.109  409.405    0.000    0.000    0.000
R4S03   34.700  409.109  409.405    0.000    0.000    0.000
R4S04   34.700  409.109  409.405    0.000    0.000    0.000
R4S05   34.700  409.109  409.405    0.000    0.000    0.000
R4S06   34.700  409.109  409.405    0.000    0.000    0.000
R4S07   34.700  409.109  409.405    0.000    0.000    0.000
R4S08   34.700  409.109  409.405    0.000    0.000    0.000
R4S09   34.700  409.109  409.405    0.000    0.000    0.000
R4S10   34.700  409.109  409.405    0.000    0.000    0.000
R4S11   34.700  409.109  409.405    0.000    0.000    0.000
R4S12   34.700  409.109  409.405    0.000    0.000    0.000
R4S13   34.700  409.109  409.405    0.000    0.000    0.000
R4S14   34.700  409.109  409.405    0.000    0.000    0.000
R4S15   34.700  409.109  409.405    0.000    0.000    0.000
R4S16   34.700  409.109  409.405    0.000    0.000    0.000
R4S17   34.700  409.109  409.405    0.000    0.000    0.000
R4S18   34.700  409.109  409.405    0.000    0.000    0.000
R4S19   34.700  409.109  409.405    0.000    0.000    0.000
R4S20   34.700  409.109  409.405    0.000    0.000    0.000
R4S21   34.700  409.109  409.405    0.000    0.000    0.000
R4S22   34.700  409.109  409.405    0.000    0.000    0.000
R4S23   34.700  409.109  409.405    0.000    0.000    0.000
R4S24   34.700  409.109  409.405    0.000    0.000    0.000
