R4S15F1,    0.000,   -0.000,    0.000
R4S15F2,    0.000,    0.000,   -0.000
R4S15F3,    0.000,    0.000,    0.000
R4S16F1,    0.000,   -0.000,   -0.000
R4S16F2,   -0.000,    0.000,   -0.000
R4S16F3,    0.000,    0.000,    0.000
R4S17F1,    0.000,    0.000,    0.000
R4S17F2,    0.000,   -0.000,   -0.000
R4S17F3,    0.000,    0.000,    0.000
R4S18F1,   -0.000,   -0.000,   -0.000
R4S18F2,    0.000,    0.000,   -0.000
R4S18F3,   -0.000,   -0.000,    0.000
R4S19F1,   -0.000,   -0.000,    0.000
R4S19F2,   -0.000,    0.000,    0.000
R4S19F3,   -0.000,   -0.000,    0.000
R4S20F1,    0.000,   -0.000,   -0.000
R4S20F2,    0.000,   -0.000,    0.000
R4S20F3,    0.000,    0.000,   -0.000
R4S21F1,   -0.000,   -0.000,   -0.000
R4S21F2,    0.000,   -0.000,    0.000
R4S21F3,   -0.000,    0.000,    0.000
R4S22F1,   -0.000,   -0.000,   -0.000
R4S22F2,    0.000,    0.000,   -0.000
R4S22F3,    0.000,   -0.000,    0.000
R4S23F1,    0.000,   -0.000,    0.000
R4S23F2,    0.000,    0.000,   -0.000
R4S23F3,    0.000,   -0.000,    0.000
R4S24F1,   -0.000,   -0.000,    0.000
R4S24F2,    0.000,   -0.000,    0.000
R4S24F3,   -0.000,    0.000,    0.000
