R1S01F1,    0.000,    0.000,    0.000
R1S01F2,   -0.000,   -0.000,   -0.000
R1S01F3,   -0.000,    0.000,   -0.000
R1S02F1,    0.000,    0.000,    0.000
R1S02F2,    0.000,   -0.000,   -0.000
R1S02F3,   -0.000,    0.000,   -0.000
R1S03F1,   -0.000,    0.000,   -0.000
R1S03F2,    0.000,   -0.000,   -0.000
R1S03F3,    0.000,    0.000,   -0.000
R1S04F1,    0.000,   -0.000,    0.000
R1S04F2,   -0.000,   -0.000,   -0.000
R1S04F3,    0.000,   -0.000,    0.000
R1S05F1,   -0.000,    0.000,    0.000
R1S05F2,    0.000,   -0.000,    0.000
R1S05F3,   -0.000,    0.000,    0.000
R1S06F1,    0.000,   -0.000,    0.000
R1S06F2,   -0.000,   -0.000,    0.000
R1S06F3,    0.000,    0.000,   -0.000
R1S07F1,    0.000,    0.000,    0.000
R1S07F2,    0.000,    0.000,    0.000
R1S07F3,    0.000,   -0.000,    0.000
R1S08F1,    0.000,   -0.000,    0.000
R1S08F2,   -0.000,    0.000,    0.000
R1S08F3,    0.000,   -0.000,    0.000
R1S09F1,   -0.000,    0.000,    0.000
R1S09F2,    0.000,    0.000,    0.000
R1S09F3,   -0.000,    0.000,   -0.000
R1S10F1,    0.000,    0.000,    0.000
R1S10F2,   -0.000,    0.000,    0.000
R1S10F3,    0.000,   -0.000,   -0.000
R2S01F1,    0.000,   -0.000,    0.000
R2S01F2,   -0.000,   -0.000,    0.000
R2S01F3,   -0.000,   -0.000,   -0.000
R2S02F1,    0.000,   -0.000,    0.000
R2S02F2,   -0.000,    0.000,    0.000
R2S02F3,   -0.000,   -0.000,   -0.000
R2S03F1,   -0.000,   -0.000,    0.000
R2S03F2,    0.000,    0.000,    0.000
R2S03F3,    0.000,   -0.000,    0.000
R2S04F1,   -0.000,   -0.000,   -0.000
R2S04F2,    0.000,   -0.000,    0.000
R2S04F3,    0.000,    0.000,   -0.000
R2S05F1,   -0.000,    0.000,   -0.000
R2S05F2,    0.000,    0.000,    0.000
R2S05F3,   -0.000,   -0.000,   -0.000
R2S06F1,    0.000,    0.000,    0.000
R2S06F2,    0.000,   -0.000,    0.000
R2S06F3,   -0.000,   -0.000,   -0.000
R2S07F1,    0.000,    0.000,    0.000
R2S07F2,   -0.000,   -0.000,    0.000
R2S07F3,   -0.000,   -0.000,   -0.000
R2S08F1,   -0.000,    0.000,    0.000
R2S08F2,    0.000,    0.000,    0.000
R2S08F3,    0.000,    0.000,    0.000
R2S09F1,   -0.000,    0.000,    0.000
R2S09F2,    0.000,   -0.000,    0.000
R2S09F3,   -0.000,    0.000,   -0.000
R2S10F1,   -0.000,    0.000,    0.000
R2S10F2,   -0.000,   -0.000,   -0.000
R2S10F3,    0.000,   -0.000,    0.000
R2S11F1,   -0.000,   -0.000,   -0.000
R2S11F2,    0.000,   -0.000,    0.000
R2S11F3,    0.000,   -0.000,   -0.000
R2S12F1,    0.000,   -0.000,   -0.000
R2S12F2,   -0.000,    0.000,   -0.000
R2S12F3,    0.000,    0.000,   -0.000
R2S13F1,   -0.000,   -0.000,    0.000
R2S13F2,    0.000,    0.000,    0.000
R2S13F3,    0.000,   -0.000,    0.000
R2S14F1,   -0.000,   -0.000,    0.000
R2S14F2,    0.000,    0.000,   -0.000
R2S14F3,    0.000,    0.000,    0.000
R3S01F1,   -0.000,   -0.000,    0.000
R3S01F2,    0.000,    0.000,    0.000
R3S01F3,   -0.000,    0.000,    0.000
R3S02F1,    0.000,   -0.000,   -0.000
R3S02F2,   -0.000,    0.000,   -0.000
R3S02F3,   -0.000,   -0.000,   -0.000
R3S03F1,    0.000,    0.000,    0.000
R3S03F2,    0.000,   -0.000,    0.000
R3S03F3,   -0.000,   -0.000,   -0.000
R3S04F1,    0.000,   -0.000,   -0.000
R3S04F2,   -0.000,   -0.000,    0.000
R3S04F3,   -0.000,    0.000,    0.000
R3S05F1,    0.000,    0.000,    0.000
R3S05F2,   -0.000,   -0.000,    0.000
R3S05F3,   -0.000,    0.000,    0.000
R3S06F1,   -0.000,   -0.000,   -0.000
R3S06F2,    0.000,    0.000,    0.000
R3S06F3,   -0.000,   -0.000,    0.000
R3S07F1,    0.000,    0.000,    0.000
R3S07F2,    0.000,   -0.000,    0.000
R3S07F3,   -0.000,   -0.000,    0.000
R3S08F1,   -0.000,    0.000,    0.000
R3S08F2,    0.000,   -0.000,   -0.000
R3S08F3,    0.000,    0.000,    0.000
R3S09F1,   -0.000,   -0.000,    0.000
R3S09F2,    0.000,    0.000,    0.000
R3S09F3,   -0.000,   -0.000,   -0.000
R3S10F1,    0.000,   -0.000,    0.000
R3S10F2,   -0.000,   -0.000,    0.000
R3S10F3,    0.000,   -0.000,    0.000
R3S11F1,   -0.000,    0.000,    0.000
R3S11F2,    0.000,   -0.000,    0.000
R3S11F3,    0.000,    0.000,    0.000
R3S12F1,   -0.000,   -0.000,    0.000
R3S12F2,    0.000,    0.000,    0.000
R3S12F3,    0.000,   -0.000,    0.000
R3S13F1,   -0.000,   -0.000,    0.000
R3S13F2,    0.000,    0.000,    0.000
R3S13F3,    0.000,   -0.000,   -0.000
R3S14F1,   -0.000,    0.000,    0.000
R3S14F2,    0.000,    0.000,    0.000
R3S14F3,    0.000,   -0.000,    0.000
R3S15F1,   -0.000,    0.000,    0.000
R3S15F2,   -0.000,   -0.000,   -0.000
R3S15F3,    0.000,    0.000,    0.000
R3S16F1,    0.000,   -0.000,   -0.000
R3S16F2,   -0.000,    0.000,    0.000
R3S16F3,   -0.000,    0.000,    0.000
R3S17F1,    0.000,    0.000,    0.000
R3S17F2,   -0.000,   -0.000,    0.000
R3S17F3,    0.000,   -0.000,    0.000
R3S18F1,    0.000,   -0.000,    0.000
R3S18F2,   -0.000,    0.000,   -0.000
R3S18F3,    0.000,    0.000,    0.000
R4S01F1,   -0.000,    0.000,   -0.000
R4S01F2,    0.000,   -0.000,   -0.000
R4S01F3,    0.000,    0.000,    0.000
R4S02F1,   -0.000,   -0.000,   -0.000
R4S02F2,    0.000,   -0.000,    0.000
R4S02F3,    0.000,   -0.000,    0.000
R4S03F1,   -0.000,    0.000,    0.000
R4S03F2,    0.000,   -0.000,   -0.000
R4S03F3,   -0.000,   -0.000,    0.000
R4S04F1,   -0.000,    0.000,    0.000
R4S04F2,    0.000,   -0.000,   -0.000
R4S04F3,    0.000,   -0.000,    0.000
R4S05F1,   -0.000,   -0.000,   -0.000
R4S05F2,    0.000,   -0.000,   -0.000
R4S05F3,   -0.000,    0.000,    0.000
R4S06F1,   -0.000,   -0.000,   -0.000
R4S06F2,   -0.000,   -0.000,   -0.000
R4S06F3,    0.000,   -0.000,    0.000
R4S07F1,    0.000,    0.000,   -0.000
R4S07F2,    0.000,   -0.000,   -0.000
R4S07F3,   -0.000,   -0.000,    0.000
R4S08F1,   -0.000,   -0.000,    0.000
R4S08F2,   -0.000,   -0.000,    0.000
R4S08F3,    0.000,   -0.000,    0.000
R4S09F1,    0.000,    0.000,    0.000
R4S09F2,   -0.000,    0.000,   -0.000
R4S09F3,   -0.000,   -0.000,    0.000
R4S10F1,    0.000,    0.000,    0.000
R4S10F2,   -0.000,   -0.000,   -0.000
R4S10F3,   -0.000,    0.000,    0.000
R4S11F1,   -0.000,    0.000,    0.000
R4S11F2,   -0.000,   -0.000,   -0.000
R4S11F3,   -0.000,    0.000,    0.000
R4S12F1,    0.000,    0.000,    0.000
R4S12F2,   -0.000,    0.000,   -0.000
R4S12F3,    0.000,   -0.000,    0.000
R4S13F1,   -0.000,   -0.000,   -0.000
R4S13F2,   -0.000,    0.000,    0.000
R4S13F3,   -0.000,   -0.000,    0.000
R4S14F1,    0.000,    0.000,    0.000
R4S14F2,   -0.000,   -0.000,    0.000
R4S14F3,    0.000,    0.000,    0.000
