R1S01    0.177333    0.184333    0.183000    0.311604    0.000000    0.950212    0.163525
R1S02    0.133667    0.099667    0.190333    0.243960   -0.177245    0.953451    0.102089
R1S03    0.140333   -0.083667    0.162667    0.016948   -0.052160    0.998495    0.107139
R1S04    0.022667   -0.079333    0.148000    0.104378    0.321265    0.941219    0.098068
R1S05   -0.073000   -0.040333    0.143000    0.394646    0.286724    0.872951    0.130388
R1S06   -0.097000    0.074333    0.106667    0.565253   -0.000000    0.824918    0.147949
R1S07   -0.072333    0.069333    0.051667    0.277720    0.033094    0.960092    0.161890
R1S08    0.033333    0.336000    0.094000    0.049404   -0.152063    0.987135    0.145564
R1S09    0.034333    0.325000    0.111333    0.000000    0.000000    0.000000    0.000000
R1S10    0.127000    0.289333    0.163667    0.325197    0.236267    0.915655    0.117757
R2S01    0.130333    0.341667    0.185667   -0.205068    0.000000    0.978748    0.106347
R2S02    0.105667    0.261000    0.186000    0.000000    0.000000    0.000000    0.000000
R2S03    0.027667    0.218333    0.203000    0.000000    0.000000    0.000000    0.000000
R2S04   -0.045000    0.160333    0.182667    0.000000    0.000000    0.000000    0.000000
R2S05   -0.005000   -0.166667    0.108333    0.000000    0.000000    0.000000    0.000000
R2S06   -0.045333   -0.111000    0.114667    0.000000    0.000000    0.000000    0.000000
R2S07   -0.140000   -0.098667    0.069333    0.172527    0.083087    0.981494    0.097990
R2S08   -0.153000    0.017667    0.078667    0.226558   -0.000000    0.973998    0.106896
R2S09   -0.182000    0.298333    0.175333   -0.271695    0.130847    0.953447    0.100503
R2S10   -0.081000    0.200667    0.084667    0.000000    0.000000    0.000000    0.000000
R2S11   -0.064667    0.295333    0.072000    0.000000    0.000000    0.000000    0.000000
R2S12   -0.024333    0.379333    0.089667    0.000000    0.000000    0.000000    0.000000
R2S13    0.029667    0.370000    0.116333    0.000000    0.000000    0.000000    0.000000
R2S14    0.034000    0.357667    0.162000   -0.105702   -0.050906    0.993094    0.081446
R3S01    0.066333    0.140000    0.130333   -0.033940    0.000000    0.999424    0.138768
R3S02    0.082333    0.076667    0.140000    0.000000    0.000000    0.000000    0.000000
R3S03    0.067667    0.030000    0.179333    0.000000    0.000000    0.000000    0.000000
R3S04    0.170333   -0.156333    0.187667    0.000000    0.000000    0.000000    0.000000
R3S05    0.110000   -0.211667    0.180667   -0.016075    0.091173    0.995705    0.092349
R3S06    0.068333   -0.212667    0.180000    0.000000    0.000000    0.000000    0.000000
R3S07    0.002667   -0.193000    0.197000    0.112811    0.195393    0.974215    0.083968
R3S08   -0.073333   -0.165333    0.204333    0.090799    0.076192    0.992950    0.082328
R3S09   -0.146333   -0.152667    0.190667    0.157379    0.057281    0.985876    0.097683
R3S10   -0.198333   -0.090333    0.202667    0.061169   -0.000000    0.998127    0.188719
R3S11   -0.200667    0.029667    0.146667    0.136978   -0.049857    0.989319    0.089335
R3S12   -0.149667    0.049667    0.187000    0.073734   -0.061869    0.995357    0.095741
R3S13   -0.175667    0.166333    0.155333   -0.016420    0.028440    0.999461    0.094325
R3S14   -0.228333    0.284667    0.155667    0.000000    0.000000    0.000000    0.000000
R3S15   -0.194000    0.275667    0.143000   -0.027129   -0.153872    0.987718    0.088655
R3S16   -0.144667    0.299667    0.119333    0.000000    0.000000    0.000000    0.000000
R3S17   -0.068667    0.255000    0.118667   -0.071479   -0.059980    0.995637    0.123276
R3S18    0.035000    0.229000    0.109000   -0.059091   -0.021507    0.998021    0.086647
R4S01   -0.191000   -0.170333   -0.135667   -0.876456   -0.000000   -0.481482    0.089461
R4S02   -0.196333   -0.122333   -0.137000   -0.687933    0.184328   -0.701977    0.104661
R4S03   -0.081000   -0.162333   -0.162000   -0.374050    0.215958   -0.901914    0.118397
R4S04   -0.106000   -0.103333   -0.151333   -0.185450    0.185450   -0.964996    0.089509
R4S05   -0.030333   -0.124667   -0.189000    0.019947   -0.034547   -0.999204    0.118038
R4S06   -0.013333   -0.038000   -0.213000    0.067001   -0.250060   -0.965909    0.105354
R4S07    0.067667   -0.030333   -0.207000    0.000000    0.000000    0.000000    0.000000
R4S08    0.115667   -0.052667   -0.258000    0.000000    0.000000    0.000000    0.000000
R4S09    0.169000   -0.027667   -0.268000    0.000000    0.000000    0.000000    0.000000
R4S10    0.210667   -0.099333   -0.290667    0.000000    0.000000    0.000000    0.000000
R4S11    0.230333   -0.162000   -0.322667    0.000000    0.000000    0.000000    0.000000
R4S12    0.237000   -0.169000   -0.398333    0.000000    0.000000    0.000000    0.000000
R4S13    0.307000   -0.189667   -0.373667   -0.127730    0.000000   -0.991809    0.093252
R4S14    0.295333   -0.221000   -0.409000    0.000000    0.000000    0.000000    0.000000
R4S15    0.263333   -0.207667   -0.334000   -0.192533    0.111160   -0.974974    0.114109
R4S16    0.198333   -0.212667   -0.384333   -0.107644    0.107644   -0.988345    0.146659
R4S17    0.159333   -0.322000   -0.333333   -0.095322    0.165101   -0.981659    0.083153
R4S18    0.045667   -0.292333   -0.286000    0.016762   -0.062553   -0.997901    0.098776
R4S19   -0.028333   -0.305667   -0.275667    0.000000    0.000000    0.000000    0.000000
R4S20   -0.086667   -0.287667   -0.227667    0.000000    0.000000    0.000000    0.000000
R4S21   -0.120000   -0.292667   -0.217667    0.000000    0.000000    0.000000    0.000000
R4S22   -0.128333   -0.267333   -0.201667   -0.498054   -0.498054   -0.709849    0.090518
R4S23   -0.174333   -0.268000   -0.163000    0.000000    0.000000    0.000000    0.000000
R4S24   -0.181000   -0.224667   -0.171000    0.000000    0.000000    0.000000    0.000000
