R1S01F1  -17.295  -68.028 -286.365
R1S01F2   17.385  -67.934 -286.308
R1S01F3    3.942  -68.334  122.473
R1S02F1  -54.201  -44.775 -286.355
R1S02F2  -26.109  -65.112 -286.323
R1S02F3  -36.864  -57.597  122.500
R1S03F1  -70.263   -4.440 -286.421
R1S03F2  -59.482  -37.413 -286.352
R1S03F3  -63.575  -25.028  122.512
R1S04F1  -59.589   37.777 -286.410
R1S04F2  -70.238    4.820 -286.349
R1S04F3  -66.010   17.138  122.454
R1S05F1  -26.122   65.669 -286.425
R1S05F2  -54.130   45.235 -286.358
R1S05F3  -43.205   52.644  122.463
R1S06F1   17.354   68.596 -286.488
R1S06F2  -17.336   68.522 -286.415
R1S06F3   -3.809   67.954  122.474
R1S07F1   54.172   45.044 -286.541
R1S07F2   26.098   65.719 -286.490
R1S07F3   37.088   57.228  122.437
R1S08F1   70.432    4.968 -286.511
R1S08F2   59.621   37.961 -286.401
R1S08F3   63.788   24.709  122.445
R1S09F1   59.588  -37.279 -286.403
R1S09F2   70.276   -4.252 -286.494
R1S09F3   66.144  -17.467  122.482
R1S10F1   26.121  -65.131 -286.398
R1S10F2   54.149  -44.687 -286.394
R1S10F3   43.349  -52.983  122.534
R2S01F1  -17.309  -95.629 -246.883
R2S01F2   17.381  -95.566 -246.936
R2S01F3    3.818  -95.435  161.965
R2S02F1  -57.225  -78.621 -246.854
R2S02F2  -25.932  -93.653 -246.911
R2S02F3  -38.184  -87.630  161.912
R2S03F1  -85.826  -45.975 -246.872
R2S03F2  -64.114  -73.142 -246.822
R2S03F3  -72.694  -62.314  161.892
R2S04F1  -97.440   -4.233 -246.909
R2S04F2  -89.678  -38.031 -246.859
R2S04F3  -92.682  -24.675  161.905
R2S05F1  -89.646   38.189 -247.057
R2S05F2  -97.334    4.387 -246.936
R2S05F3  -94.257   17.523  161.907
R2S06F1  -64.190   73.318 -246.979
R2S06F2  -85.798   46.165 -246.995
R2S06F3  -77.228   56.799  161.907
R2S07F1  -26.082   93.917 -247.067
R2S07F2  -57.299   78.819 -246.988
R2S07F3  -45.001   84.619  161.852
R2S08F1   17.225   95.994 -247.080
R2S08F2  -17.425   95.931 -246.997
R2S08F3   -3.758   95.783  161.902
R2S09F1   57.091   79.096 -246.889
R2S09F2   25.848   94.078 -246.972
R2S09F3   38.173   88.408  161.976
R2S10F1   85.691   46.520 -247.001
R2S10F2   64.120   73.517 -247.011
R2S10F3   72.663   62.651  161.855
R2S11F1   97.316    4.718 -247.004
R2S11F2   89.564   38.506 -247.043
R2S11F3   92.591   25.082  161.852
R2S12F1   89.592  -37.934 -247.016
R2S12F2   97.280   -4.142 -246.956
R2S12F3   94.277  -17.385  161.830
R2S13F1   64.126  -73.063 -246.954
R2S13F2   85.725  -45.920 -246.988
R2S13F3   77.318  -56.522  161.880
R2S14F1   25.968  -93.632 -246.866
R2S14F2   57.165  -78.554 -247.004
R2S14F3   44.931  -84.392  161.945
R3S01F1  -17.272 -123.231 -207.841
R3S01F2   17.427 -123.147 -207.734
R3S01F3    3.544 -123.147  201.077
R3S02F1  -58.463 -109.884 -207.753
R3S02F2  -25.835 -121.714 -207.789
R3S02F3  -38.695 -117.003  201.073
R3S03F1  -92.534  -83.287 -207.752
R3S03F2  -65.930 -105.556 -207.721
R3S03F3  -76.447  -96.711  201.122
R3S04F1 -115.361  -46.782 -207.790
R3S04F2  -97.984  -76.786 -207.690
R3S04F3 -104.776  -64.905  201.154
R3S05F1 -124.406   -4.476 -207.787
R3S05F2 -118.323  -38.657 -207.707
R3S05F3 -120.658  -25.189  201.147
R3S06F1 -118.423   38.323 -207.795
R3S06F2 -124.390    4.204 -207.684
R3S06F3 -121.914   17.629  201.130
R3S07F1  -98.162   76.554 -207.725
R3S07F2 -115.475   46.468 -207.773
R3S07F3 -108.487   58.340  201.200
R3S08F1  -66.086  105.484 -207.740
R3S08F2  -92.622   83.153 -207.724
R3S08F3  -81.989   92.011  201.188
R3S09F1  -26.041  121.726 -207.779
R3S09F2  -58.593  109.816 -207.719
R3S09F3  -45.623  114.437  201.181
R3S10F1   17.146  123.313 -207.802
R3S10F2  -17.524  123.199 -207.709
R3S10F3   -3.717  123.162  201.230
R3S11F1   58.307  110.027 -207.900
R3S11F2   25.678  121.846 -207.733
R3S11F3   38.653  117.047  201.184
R3S12F1   92.408   83.429 -207.751
R3S12F2   65.803  105.678 -207.762
R3S12F3   76.454   96.686  201.185
R3S13F1  115.264   46.895 -207.893
R3S13F2   97.928   76.808 -207.693
R3S13F3  104.913   64.800  201.163
R3S14F1  124.300    4.568 -207.806
R3S14F2  118.247   38.729 -207.746
R3S14F3  120.485   25.244  201.130
R3S15F1  118.296  -38.231 -207.728
R3S15F2  124.263   -4.082 -207.849
R3S15F3  121.791  -17.654  201.117
R3S16F1   98.005  -76.382 -207.748
R3S16F2  115.309  -46.345 -207.830
R3S16F3  108.384  -58.315  201.047
R3S17F1   65.950 -105.412 -207.743
R3S17F2   92.495  -83.041 -207.859
R3S17F3   81.826  -91.926  201.069
R3S18F1   25.915 -121.624 -207.844
R3S18F2   58.457 -109.724 -207.784
R3S18F3   45.551 -114.402  201.066
R4S01F1  -17.493 -164.538 -150.283
R4S01F2   17.177 -164.564 -150.236
R4S01F3    3.243 -163.994  258.626
R4S02F1  -59.409 -154.403 -150.226
R4S02F2  -25.925 -163.421 -150.282
R4S02F3  -39.365 -159.250  258.611
R4S03F1  -97.211 -133.781 -150.287
R4S03F2  -67.144 -151.215 -150.254
R4S03F3  -79.149 -143.832  258.569
R4S04F1 -128.447 -104.009 -150.305
R4S04F2 -103.929 -128.601 -150.244
R4S04F3 -113.778 -118.485  258.609
R4S05F1 -150.824  -67.234 -150.322
R4S05F2 -133.538  -97.317 -150.273
R4S05F3 -140.570  -85.147  258.542
R4S06F1 -162.988  -25.833 -150.339
R4S06F2 -154.066  -59.369 -150.310
R4S06F3 -157.881  -45.784  258.524
R4S07F1 -164.025   17.266 -150.337
R4S07F2 -164.061  -17.464 -150.297
R4S07F3 -164.296   -3.393  258.527
R4S08F1 -153.920   59.151 -150.395
R4S08F2 -162.908   25.637 -150.354
R4S08F3 -159.532   39.164  258.489
R4S09F1 -133.308   97.073 -150.336
R4S09F2 -150.682   67.036 -150.433
R4S09F3 -143.844   79.068  258.479
R4S10F1 -103.607  128.239 -150.430
R4S10F2 -128.159  103.721 -150.405
R4S10F3 -118.387  113.578  258.477
R4S11F1  -66.791  150.696 -150.407
R4S11F2  -96.884  133.370 -150.499
R4S11F3  -84.958  140.290  258.452
R4S12F1  -25.480  162.890 -150.567
R4S12F2  -58.986  153.948 -150.487
R4S12F3  -45.695  157.550  258.373
R4S13F1   17.728  163.947 -150.471
R4S13F2  -16.972  164.003 -150.537
R4S13F3   -3.335  164.066  258.401
R4S14F1   59.604  153.812 -150.567
R4S14F2   26.090  162.830 -150.562
R4S14F3   39.302  159.402  258.416
R4S15F1   97.426  133.180 -150.467
R4S15F2   67.399  150.594 -150.409
R4S15F3   79.226  143.944  258.388
R4S16F1  128.552  103.499 -150.588
R4S16F2  104.124  128.051 -150.429
R4S16F3  113.755  118.597  258.378
R4S17F1  151.019   66.643 -150.341
R4S17F2  133.753   96.647 -150.601
R4S17F3  140.547   85.068  258.456
R4S18F1  163.163   25.282 -150.404
R4S18F2  154.231   58.848 -150.393
R4S18F3  157.638   45.865  258.453
R4S19F1  164.240  -17.806 -150.437
R4S19F2  164.276   16.874 -150.406
R4S19F3  163.984    3.515  258.530
R4S20F1  154.095  -59.702 -150.368
R4S20F2  163.093  -26.208 -150.389
R4S20F3  159.259  -39.063  258.588
R4S21F1  133.463  -97.564 -150.357
R4S21F2  150.807  -67.567 -150.330
R4S21F3  143.711  -79.007  258.548
R4S22F1  103.741 -128.790 -150.333
R4S22F2  128.294 -104.292 -150.328
R4S22F3  118.365 -113.556  258.570
R4S23F1   66.926 -151.287 -150.336
R4S23F2   96.989 -133.961 -150.244
R4S23F3   84.886 -140.398  258.605
R4S24F1   25.555 -163.471 -150.336
R4S24F2   59.101 -154.509 -150.247
R4S24F3   45.673 -157.589  258.584
