R1S01F1  -17.350  -68.283 -286.541
R1S01F2   17.350  -68.283 -286.541
R1S01F3    3.500  -68.283  122.333
R1S02F1  -54.172  -45.044 -286.541
R1S02F2  -26.099  -65.440 -286.541
R1S02F3  -37.304  -57.299  122.333
R1S03F1  -70.302   -4.600 -286.541
R1S03F2  -59.580  -37.601 -286.541
R1S03F3  -63.859  -24.429  122.333
R1S04F1  -59.580   37.601 -286.541
R1S04F2  -70.302    4.600 -286.541
R1S04F3  -66.023   17.772  122.333
R1S05F1  -26.099   65.440 -286.541
R1S05F2  -54.172   45.044 -286.541
R1S05F3  -42.967   53.185  122.333
R1S06F1   17.350   68.283 -286.541
R1S06F2  -17.350   68.283 -286.541
R1S06F3   -3.500   68.283  122.333
R1S07F1   54.172   45.044 -286.541
R1S07F2   26.099   65.440 -286.541
R1S07F3   37.304   57.299  122.333
R1S08F1   70.302    4.600 -286.541
R1S08F2   59.580   37.601 -286.541
R1S08F3   63.859   24.429  122.333
R1S09F1   59.580  -37.601 -286.541
R1S09F2   70.302   -4.600 -286.541
R1S09F3   66.023  -17.772  122.333
R1S10F1   26.099  -65.440 -286.541
R1S10F2   54.172  -45.044 -286.541
R1S10F3   42.967  -53.185  122.333
