R3S01F3    3.500 -123.315  200.953
R3S02F1  -58.480 -109.944 -207.921
R3S02F2  -25.873 -121.812 -207.921
R3S02F3  -38.887 -117.075  200.953
R3S03F1  -92.556  -83.312 -207.921
R3S03F2  -65.974 -105.617 -207.921
R3S03F3  -76.584  -96.715  200.953
R3S04F1 -115.469  -46.632 -207.921
R3S04F2  -98.119  -76.683 -207.921
R3S04F3 -105.044  -64.689  200.953
R3S05F1 -124.454   -4.327 -207.921
R3S05F2 -118.429  -38.500 -207.921
R3S05F3 -120.834  -24.860  200.953
R3S06F1 -118.429   38.500 -207.921
R3S06F2 -124.454    4.327 -207.921
R3S06F3 -122.049   17.967  200.953
R3S07F1  -98.119   76.683 -207.921
R3S07F2 -115.469   46.632 -207.921
R3S07F3 -108.544   58.626  200.953
R3S08F1  -65.974  105.617 -207.921
R3S08F2  -92.556   83.312 -207.921
R3S08F3  -81.947   92.215  200.953
R3S09F1  -25.873  121.812 -207.921
R3S09F2  -58.480  109.944 -207.921
R3S09F3  -45.465  114.681  200.953
R3S10F1   17.350  123.315 -207.921
R3S10F2  -17.350  123.315 -207.921
R3S10F3   -3.500  123.315  200.953
R3S11F1   58.480  109.944 -207.921
R3S11F2   25.873  121.812 -207.921
R3S11F3   38.887  117.075  200.953
R3S12F1   92.556   83.312 -207.921
R3S12F2   65.974  105.617 -207.921
R3S12F3   76.584   96.715  200.953
R3S13F1  115.469   46.632 -207.921
R3S13F2   98.119   76.683 -207.921
R3S13F3  105.044   64.689  200.953
R3S14F1  124.454    4.327 -207.921
R3S14F2  118.429   38.500 -207.921
R3S14F3  120.834   24.860  200.953
R3S15F1  118.429  -38.500 -207.921
R3S15F2  124.454   -4.327 -207.921
R3S15F3  122.049  -17.967  200.953
R3S16F1   98.119  -76.683 -207.921
R3S16F2  115.469  -46.632 -207.921
R3S16F3  108.544  -58.626  200.953
R3S17F1   65.974 -105.617 -207.921
R3S17F2   92.556  -83.312 -207.921
R3S17F3   81.947  -92.215  200.953
R3S18F1   25.873 -121.812 -207.921
R3S18F2   58.480 -109.944 -207.921
R3S18F3   45.465 -114.681  200.953
R4S01F1  -17.350 -164.195 -150.120
R4S01F2   17.350 -164.195 -150.120
R4S01F3    3.500 -164.195  258.754
R4S02F1  -59.256 -154.110 -150.120
R4S02F2  -25.738 -163.091 -150.120
R4S02F3  -39.116 -159.506  258.754
R4S03F1  -97.123 -133.522 -150.120
R4S03F2  -67.072 -150.872 -150.120
R4S03F3  -79.066 -143.947  258.754
R4S04F1 -128.372 -103.835 -150.120
R4S04F2 -103.835 -128.372 -150.120
R4S04F3 -113.629 -118.578  258.754
R4S05F1 -150.872  -67.072 -150.120
R4S05F2 -133.522  -97.123 -150.120
R4S05F3 -140.447  -85.129  258.754
R4S06F1 -163.091  -25.738 -150.120
R4S06F2 -154.110  -59.256 -150.120
R4S06F3 -157.694  -45.878  258.754
R4S07F1 -164.195   17.350 -150.120
R4S07F2 -164.195  -17.350 -150.120
R4S07F3 -164.195   -3.500  258.754
R4S08F1 -154.110   59.256 -150.120
R4S08F2 -163.091   25.738 -150.120
R4S08F3 -159.506   39.116  258.754
R4S09F1 -133.522   97.123 -150.120
R4S09F2 -150.872   67.072 -150.120
R4S09F3 -143.947   79.066  258.754
R4S10F1 -103.835  128.372 -150.120
R4S10F2 -128.372  103.835 -150.120
R4S10F3 -118.578  113.629  258.754
R4S11F1  -67.072  150.872 -150.120
R4S11F2  -97.123  133.522 -150.120
R4S11F3  -85.129  140.447  258.754
R4S12F1  -25.738  163.091 -150.120
R4S12F2  -59.256  154.110 -150.120
R4S12F3  -45.878  157.694  258.754
R4S13F1   17.350  164.195 -150.120
R4S13F2  -17.350  164.195 -150.120
R4S13F3   -3.500  164.195  258.754
R4S14F1   59.256  154.110 -150.120
R4S14F2   25.738  163.091 -150.120
R4S14F3   39.116  159.506  258.754
R4S15F1   97.123  133.522 -150.120
R4S15F2   67.072  150.872 -150.120
R4S15F3   79.066  143.947  258.754
R4S16F1  128.372  103.835 -150.120
R4S16F2  103.835  128.372 -150.120
R4S16F3  113.629  118.578  258.754
R4S17F1  150.872   67.072 -150.120
R4S17F2  133.522   97.123 -150.120
R4S17F3  140.447   85.129  258.754
R4S18F1  163.091   25.738 -150.120
R4S18F2  154.110   59.256 -150.120
R4S18F3  157.694   45.878  258.754
R4S19F1  164.195  -17.350 -150.120
R4S19F2  164.195   17.350 -150.120
R4S19F3  164.195    3.500  258.754
R4S20F1  154.110  -59.256 -150.120
R4S20F2  163.091  -25.738 -150.120
R4S20F3  159.506  -39.116  258.754
R4S21F1  133.522  -97.123 -150.120
R4S21F2  150.872  -67.072 -150.120
R4S21F3  143.947  -79.066  258.754
R4S22F1  103.835 -128.372 -150.120
R4S22F2  128.372 -103.835 -150.120
R4S22F3  118.578 -113.629  258.754
R4S23F1   67.072 -150.872 -150.120
R4S23F2   97.123 -133.522 -150.120
R4S23F3   85.129 -140.447  258.754
R4S24F1   25.738 -163.091 -150.120
R4S24F2   59.256 -154.110 -150.120
R4S24F3   45.878 -157.694  258.754
